baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene.name	Group	gene.group	KEGGFUN	KEGGPATH.PathLv1	KEGGPATH.PathLv2	KEGGPATH.PathLv3	condition	diffabundant
141452.211	2.872230065	0.043105297	66.63288003	0	0	ladS	Biofilm formation	lad	two-component system, sensor histidine kinase LadS	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Pseudomonas aeruginosa 	1_Soil_vs_RhizCom	RhizCom
12671.17935	2.599935553	0.139978862	18.57377255	5.24E-77	2.13E-76	lplB	Carbohydrate metabolism and transport	lpl	putative aldouronate transport system permease protein	Environmental Information Processing	Membrane transport	ABC transporters 	1_Soil_vs_RhizCom	RhizCom
11750.23123	2.783787222	0.143515526	19.39711544	8.16E-84	3.55E-83	lplC	Carbohydrate metabolism and transport	lpl	putative aldouronate transport system permease protein	Environmental Information Processing	Membrane transport	ABC transporters 	1_Soil_vs_RhizCom	RhizCom
4779.894678	2.7929238	0.128997314	21.65102293	5.94E-104	3.10E-103	malF	Carbohydrate metabolism and transport	mal	maltose/maltodextrin transport system permease protein	Environmental Information Processing	Membrane transport	ABC transporters 	1_Soil_vs_RhizCom	RhizCom
408.7094439	10.651019	1.191294268	8.940712041	3.87E-19	7.32E-19	malI	Carbohydrate metabolism and transport	mal	LacI family transcriptional regulator, maltose regulon regulatory protein	Brite Hierarchies	Protein families: genetic information processing	Transcription factors	1_Soil_vs_RhizCom	RhizCom
86663.51644	3.182530729	0.213294853	14.92080414	2.41E-50	7.61E-50	malK, mtlK, thuK	Carbohydrate metabolism and transport	mal	multiple sugar transport system ATP-binding protein [EC:3.6.3.-]	Environmental Information Processing	Membrane transport	ABC transporters 	1_Soil_vs_RhizCom	RhizCom
907.4569871	3.412284401	0.332460605	10.26372555	1.03E-24	2.22E-24	malR	Carbohydrate metabolism and transport	mal	CRP/FNR family transcriptional regulator, polysaccharide utilization system transcription regulator	Brite Hierarchies	Protein families: genetic information processing	Transcription factors	1_Soil_vs_RhizCom	RhizCom
33959.50906	2.698373303	0.090231653	29.90495265	1.70E-196	1.71E-195	malY, malT	Carbohydrate metabolism and transport	mal	maltose/moltooligosaccharide transporter	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters	1_Soil_vs_RhizCom	RhizCom
1109.88421	6.72855574	0.326512038	20.6073742	2.36E-94	1.13E-93	manR	Carbohydrate metabolism and transport	man	activator of the mannose operon, transcriptional antiterminator	Brite Hierarchies	Protein families: genetic information processing	Transcription factors	1_Soil_vs_RhizCom	RhizCom
17667.50099	3.773267927	0.311833406	12.10026844	1.05E-33	2.67E-33	mapA	Carbohydrate metabolism and transport	map	maltose phosphorylase [EC:2.4.1.8]	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	1_Soil_vs_RhizCom	RhizCom
908.2818085	3.106045562	0.222216582	13.9775598	2.14E-44	6.25E-44	mapP	Carbohydrate metabolism and transport	map	maltose 6'-phosphate phosphatase [EC:3.1.3.90]	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	1_Soil_vs_RhizCom	RhizCom
3565.31914	4.659898337	0.152012289	30.65474754	2.28E-206	2.46E-205	mexC	multidrug efflux pump	mex	membrane fusion protein, multidrug efflux system	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters 	1_Soil_vs_RhizCom	RhizCom
8473.64307	8.938971367	0.212141137	42.1369071	0	0	mexD	multidrug efflux pump	mex	multidrug efflux pump	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters 	1_Soil_vs_RhizCom	RhizCom
3081.687854	3.653306611	0.103664619	35.24159596	4.61E-272	7.25E-271	mexG	multidrug efflux pump	mex	transmembrane protein	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters	1_Soil_vs_RhizCom	RhizCom
4150.398964	3.265972397	0.175495411	18.61001591	2.67E-77	1.09E-76	mexM	multidrug efflux pump	mex	membrane fusion protein, multidrug efflux system	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters	1_Soil_vs_RhizCom	RhizCom
3736.333477	3.30460575	0.228227613	14.47943003	1.63E-47	4.97E-47	mexN	multidrug efflux pump	mex	multidrug efflux pump	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters	1_Soil_vs_RhizCom	RhizCom
106243.6239	3.038238594	0.151507364	20.05340547	1.88E-89	8.59E-89	mexT	multidrug efflux pump	mex	LysR family transcriptional regulator, mexEF-oprN operon transcriptional activator	Brite Hierarchies	Protein families: genetic information processing	Transcription factors 	1_Soil_vs_RhizCom	RhizCom
896.1516865	6.088711322	0.269315985	22.60805767	3.61E-113	2.04E-112	mexY, amrB	multidrug efflux pump	mex	multidrug efflux pump	Environmental Information Processing	Signal transduction	Two-component system 	1_Soil_vs_RhizCom	RhizCom
2827.831941	3.584738413	0.142258065	25.19884128	4.12E-140	2.88E-139	motC	Flagellum biosynthesis	mot	chemotaxis protein MotC	Brite Hierarchies	Protein families: signaling and cellular processes	Bacterial motility proteins	1_Soil_vs_RhizCom	RhizCom
5330.609863	3.888042829	0.121008341	32.1303704	1.66E-226	2.02E-225	mshC	Biofilm formation	msh	MSHA pilin protein MshC	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Vibrio cholerae 	1_Soil_vs_RhizCom	RhizCom
5029.499834	4.303129699	0.173147424	24.85240379	2.44E-136	1.65E-135	mshD	Biofilm formation	msh	MSHA pilin protein MshD	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Vibrio cholerae 	1_Soil_vs_RhizCom	RhizCom
117.4831761	6.94253871	0.84707058	8.195938893	2.49E-16	4.35E-16	papA	Biofilm formation	pap	major pilin subunit PapA	Brite Hierarchies	Protein families: signaling and cellular processes	Secretion system	1_Soil_vs_RhizCom	RhizCom
2165.783936	9.991050414	0.529030872	18.8855716	1.50E-79	6.25E-79	papC	Biofilm formation	pap	outer membrane usher protein PapC	Brite Hierarchies	Protein families: signaling and cellular processes	Secretion system	1_Soil_vs_RhizCom	RhizCom
727.0750413	10.58638906	1.050244135	10.07993162	6.78E-24	1.44E-23	papD	Biofilm formation	pap	chaperone protein PapD	Brite Hierarchies	Protein families: signaling and cellular processes	Secretion system	1_Soil_vs_RhizCom	RhizCom
6.841558364	5.710444446	1.285171034	4.443334228	8.86E-06	1.04E-05	papF	Biofilm formation	pap	minor pilin subunit PapF	Brite Hierarchies	Protein families: signaling and cellular processes	Secretion system	1_Soil_vs_RhizCom	RhizCom
342.7586868	4.508816221	0.259021785	17.40709266	7.29E-68	2.72E-67	pchD	Iron acquisition	pch	pyochelin biosynthesis protein PchD	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of siderophore group nonribosomal peptides 	1_Soil_vs_RhizCom	RhizCom
337.1045677	4.367908284	0.291418401	14.98844366	8.74E-51	2.76E-50	pchE	Iron acquisition	pch	dihydroaeruginoic acid synthetase	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of siderophore group nonribosomal peptides 	1_Soil_vs_RhizCom	RhizCom
2814.89805	3.649227652	0.203848786	17.90164031	1.14E-71	4.44E-71	pchP	Iron acquisition	pch	phosphorylcholine phosphatase	Not Included in Pathway or Brite	Unclassified: metabolism	Lipid metabolism	1_Soil_vs_RhizCom	RhizCom
18692.42496	4.722146548	0.258587386	18.26131824	1.68E-74	6.69E-74	pchR	Iron acquisition	pch	AraC family transcriptional regulator, transcriptional activator of the genes for pyochelin and ferripyochelin receptors	Brite Hierarchies	Protein families: genetic information processing	Transcription factors	1_Soil_vs_RhizCom	RhizCom
14909.94752	5.808475468	0.261623602	22.20164933	3.31E-109	1.82E-108	pelB	Biofilm formation	pel	polysaccharide biosynthesis protein PelB	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Pseudomonas aeruginosa	1_Soil_vs_RhizCom	RhizCom
2498.838802	5.171040916	0.182698788	28.30364108	3.12E-176	2.75E-175	pelC	Biofilm formation	pel	polysaccharide biosynthesis protein PelC	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Pseudomonas aeruginosa	1_Soil_vs_RhizCom	RhizCom
1626.84305	7.245979734	0.282157256	25.6806429	1.92E-145	1.41E-144	pelC	Biofilm formation	pel	pectate lyase C [EC:4.2.2.2 4.2.2.10]	Metabolism	Carbohydrate metabolism	Pentose and glucuronate interconversions	1_Soil_vs_RhizCom	RhizCom
4828.817776	5.107546781	0.135699206	37.6387374	0	0	pelD	Biofilm formation	pel	polysaccharide biosynthesis protein PelD	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Pseudomonas aeruginosa	1_Soil_vs_RhizCom	RhizCom
3898.958695	4.944929329	0.154794396	31.94514428	6.31E-224	7.56E-223	pelE	Biofilm formation	pel	polysaccharide biosynthesis protein PelE	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Pseudomonas aeruginosa	1_Soil_vs_RhizCom	RhizCom
946.549067	7.372073943	0.349339978	21.10286372	7.49E-99	3.72E-98	pgaD	Biofilm formation	pga	biofilm PGA synthesis protein PgaD	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Escherichia coli	1_Soil_vs_RhizCom	RhizCom
685.5938191	12.35991942	1.209396686	10.21990515	1.61E-24	3.47E-24	pslD	Biofilm formation	psl	polysaccharide biosynthesis/export protein PslD	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Pseudomonas aeruginosa 	1_Soil_vs_RhizCom	RhizCom
1466.504489	8.788291322	0.434018848	20.24863982	3.65E-91	1.69E-90	pslJ	Biofilm formation	psl	polysaccharide biosynthesis protein PslJ	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Pseudomonas aeruginosa	1_Soil_vs_RhizCom	RhizCom
1190.625724	10.71238164	0.872195859	12.28208266	1.13E-34	2.91E-34	pslK	Biofilm formation	psl	polysaccharide biosynthesis protein PslK	Cellular Processes	Cellular community - prokaryotes	Biofilm formation - Pseudomonas aeruginosa	1_Soil_vs_RhizCom	RhizCom
318.3524742	4.298370606	0.284065418	15.1316223	1.00E-51	3.20E-51	PTS-Cel-EIIA, celC, chbA	Carbohydrate metabolism and transport	cel	PTS system, cellobiose-specific IIA component [EC:2.7.1.196 2.7.1.205]	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism 	1_Soil_vs_RhizCom	RhizCom
388.5900038	4.991371084	0.379130378	13.1653156	1.39E-39	3.81E-39	PTS-Cel-EIIB, celA, chbB	Carbohydrate metabolism and transport	cel	PTS system, cellobiose-specific IIB component [EC:2.7.1.196 2.7.1.205]	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism 	1_Soil_vs_RhizCom	RhizCom
167.4017428	3.463462807	0.560332714	6.181082637	6.37E-10	8.58E-10	PTS-Fru2-EIIB	Carbohydrate metabolism and transport	fru	PTS system, fructose-specific IIB-like component [EC:2.7.1.-]	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters	1_Soil_vs_RhizCom	RhizCom
225.6979856	5.161558593	0.576076214	8.959853693	3.25E-19	6.17E-19	PTS-Fru2-EIIC	Carbohydrate metabolism and transport	fru	PTS system, fructose-specific IIC-like component	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters	1_Soil_vs_RhizCom	RhizCom
5327.520302	5.080523631	0.123636189	41.09252861	0	0	PTS-Gat-EIIC, gatC, sgcC	Carbohydrate metabolism and transport	gat	PTS system, galactitol-specific IIC component	Metabolism	Carbohydrate metabolism	Galactose metabolism 	1_Soil_vs_RhizCom	RhizCom
279.8642446	7.198984149	0.593367989	12.13241072	7.11E-34	1.81E-33	PTS-Gut-EIIC, srlA	Carbohydrate metabolism and transport	gut	PTS system, glucitol/sorbitol-specific IIC component	Metabolism	Carbohydrate metabolism	Fructose and mannose metabolism 	1_Soil_vs_RhizCom	RhizCom
13515.86299	2.779748993	0.105448061	26.36130965	3.81E-153	2.94E-152	rhaR	Carbohydrate metabolism and transport	rha	AraC family transcriptional regulator, L-rhamnose operon transcriptional activator RhaR	Brite Hierarchies	Protein families: genetic information processing	Transcription factors	1_Soil_vs_RhizCom	RhizCom
16051.34435	2.538085503	0.094743264	26.78908648	4.33E-158	3.45E-157	rhaS	Carbohydrate metabolism and transport	rha	AraC family transcriptional regulator, L-rhamnose operon regulatory protein RhaS	Brite Hierarchies	Protein families: genetic information processing	Transcription factors	1_Soil_vs_RhizCom	RhizCom
9263.877925	2.752805702	0.134611209	20.45004806	6.00E-93	2.83E-92	rhaT	Carbohydrate metabolism and transport	rha	L-rhamnose-H+ transport protein	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters	1_Soil_vs_RhizCom	RhizCom
1240.150409	4.845860173	0.233879639	20.71946152	2.31E-95	1.12E-94	sacB	Carbohydrate metabolism and transport	sac	levansucrase [EC:2.4.1.10]	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism 	1_Soil_vs_RhizCom	RhizCom
1758.885825	3.198683947	0.284003161	11.2628463	2.00E-29	4.71E-29	sacC, levB	Carbohydrate metabolism and transport	sac	levanase [EC:3.2.1.65]	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	1_Soil_vs_RhizCom	RhizCom
21461.63788	2.929334858	0.205480588	14.25601749	4.11E-46	1.23E-45	susA	Carbohydrate metabolism and transport	sus	neopullulanase [EC:3.2.1.135]	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	1_Soil_vs_RhizCom	RhizCom
22159.98656	6.796382896	0.083027224	81.85728239	0	0	susB	Carbohydrate metabolism and transport	sus	glucan 1,4-alpha-glucosidase [EC:3.2.1.3]	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism	1_Soil_vs_RhizCom	RhizCom
1192182.624	4.0904318	0.29906353	13.6774678	1.38E-42	3.95E-42	susC	Carbohydrate metabolism and transport	sus	TonB-dependent starch-binding outer membrane protein SusC	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters	1_Soil_vs_RhizCom	RhizCom
784175.3744	4.158321617	0.3211613	12.94776681	2.42E-38	6.54E-38	susD	Carbohydrate metabolism and transport	sus	starch-binding outer membrane protein, SusD/RagB family	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters	1_Soil_vs_RhizCom	RhizCom
18477.79836	2.896102526	0.075179822	38.52233809	0	0	susE_F	Carbohydrate metabolism and transport	sus	starch-binding outer membrane protein SusE/F	Not Included in Pathway or Brite	Unclassified: signaling and cellular processes	Structural proteins	1_Soil_vs_RhizCom	RhizCom
13111.50645	4.685150467	0.491739027	9.527717373	1.61E-21	3.22E-21	susR	Carbohydrate metabolism and transport	sus	HTH-type transcriptional regulator, polysaccharide utilization system transcription regulator	Brite Hierarchies	Protein families: genetic information processing	Transcription factors	1_Soil_vs_RhizCom	RhizCom
6865.878402	2.987843545	0.535163409	5.583049014	2.36E-08	3.01E-08	tcyB, yecS	Amino acid metabolism and transport	tcy	L-cystine transport system permease protein	Environmental Information Processing	Membrane transport	ABC transporters 	1_Soil_vs_RhizCom	RhizCom
475.5958636	3.895510047	0.309889553	12.57064013	3.06E-36	8.07E-36	tcyK	Amino acid metabolism and transport	tcy	L-cystine transport system substrate-binding protein	Environmental Information Processing	Membrane transport	ABC transporters 	1_Soil_vs_RhizCom	RhizCom
472.0281956	3.792343192	0.298577968	12.70134971	5.81E-37	1.55E-36	tcyL	Amino acid metabolism and transport	tcy	L-cystine transport system permease protein	Environmental Information Processing	Membrane transport	ABC transporters 	1_Soil_vs_RhizCom	RhizCom
449.3066631	3.919451192	0.305909048	12.81247226	1.40E-37	3.75E-37	tcyM	Amino acid metabolism and transport	tcy	L-cystine transport system permease protein	Environmental Information Processing	Membrane transport	ABC transporters 	1_Soil_vs_RhizCom	RhizCom
379.5445732	3.226263407	0.330170197	9.771516139	1.49E-22	3.06E-22	tcyN	Amino acid metabolism and transport	tcy	L-cystine transport system ATP-binding protein [EC:7.4.2.1]	Environmental Information Processing	Membrane transport	ABC transporters 	1_Soil_vs_RhizCom	RhizCom
1696.475905	4.873845144	0.559541084	8.710433032	3.03E-18	5.59E-18	togA	Carbohydrate metabolism and transport	tog	oligogalacturonide transport system ATP-binding protein	Environmental Information Processing	Membrane transport	ABC transporters 	1_Soil_vs_RhizCom	RhizCom
1891.433057	3.301243156	0.128059645	25.77894974	1.53E-146	1.13E-145	togB	Carbohydrate metabolism and transport	tog	oligogalacturonide transport system substrate-binding protein	Environmental Information Processing	Membrane transport	ABC transporters 	1_Soil_vs_RhizCom	RhizCom
1342.268101	4.395408924	0.672970335	6.531356129	6.52E-11	9.12E-11	togM	Carbohydrate metabolism and transport	tog	oligogalacturonide transport system permease protein	Environmental Information Processing	Membrane transport	ABC transporters 	1_Soil_vs_RhizCom	RhizCom
1254.49425	4.374883523	0.718328352	6.090367321	1.13E-09	1.50E-09	togN	Carbohydrate metabolism and transport	tog	oligogalacturonide transport system permease protein	Environmental Information Processing	Membrane transport	ABC transporters 	1_Soil_vs_RhizCom	RhizCom
7465.994753	6.832443926	0.996179435	6.858647836	6.95E-12	1.01E-11	togT, rhiT	Carbohydrate metabolism and transport	tog	oligogalacturonide transporter	Brite Hierarchies	Protein families: signaling and cellular processes	Transporters	1_Soil_vs_RhizCom	RhizCom
154.0867358	-5.37510859	0.360515191	-14.90952038	2.86E-50	9.00E-50	actI1, oxyA, tcmK, snoa1, aknB, mtmP	Metabolism of terpenoids and polyketides	act	minimal PKS ketosynthase (KS/KS alpha) [EC:2.3.1.- 2.3.1.260 2.3.1.235]	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of type II polyketide backbone 	1_Soil_vs_RhizCom	Soil
833.2630051	-13.65449625	1.188406367	-11.48975353	1.49E-30	3.58E-30	actI2, oxyB, tcmL, snoa2, aknC, mtmK	Metabolism of terpenoids and polyketides	act	minimal PKS chain-length factor (CLF/KS beta) [EC:2.3.1.- 2.3.1.260 2.3.1.235]	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of type II polyketide backbone 	1_Soil_vs_RhizCom	Soil
650.3530518	-13.29691663	1.19737087	-11.10509447	1.18E-28	2.75E-28	amphB, nysB	Metabolism of terpenoids and polyketides	amph	polyene macrolide polyketide synthase, A-type KR domains	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
2739.566322	-13.51434215	1.032212039	-13.09260272	3.63E-39	9.90E-39	amphC, nysC	Metabolism of terpenoids and polyketides	amph	polyene macrolide polyketide synthase	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
142.5386733	-11.10731873	1.202203	-9.239137425	2.48E-20	4.86E-20	amphDI, nysDI, fscMI, pimK	Metabolism of terpenoids and polyketides	amph	polyene glycosyltransferase	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
1845.698978	-7.350925308	0.24463641	-30.0483698	2.29E-198	2.33E-197	amphI, nysI	Metabolism of terpenoids and polyketides	amph	polyene macrolide polyketide synthase, KS-AT-KR-ACP domains	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
166.8627464	-7.664753099	0.596260224	-12.85471141	8.09E-38	2.18E-37	amphK, nysK, fscF	Metabolism of terpenoids and polyketides	amph	polyene macrolide polyketide synthase	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures	1_Soil_vs_RhizCom	Soil
6938.161869	-5.04228829	0.089611584	-56.26826448	0	0	asm10	Metabolism of terpenoids and polyketides	asm	N-methyltransferase [EC:2.1.1.-]	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
27.26009247	-8.719580136	1.234578005	-7.06280211	1.63E-12	2.44E-12	asm13	Metabolism of terpenoids and polyketides	asm	methoxymalonate biosynthesis protein	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
35.79277121	-9.114341636	1.240039929	-7.350038839	1.98E-13	3.10E-13	asm15	Metabolism of terpenoids and polyketides	asm	methoxymalonate biosynthesis protein	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
55.52325394	-9.747801525	1.226707513	-7.94631273	1.92E-15	3.25E-15	asm7	Metabolism of terpenoids and polyketides	asm	20-O-methyltransferase	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
61.0304312	-9.883173935	1.23229524	-8.020134799	1.06E-15	1.81E-15	asmC	Metabolism of terpenoids and polyketides	asm	ansamitocin polyketide synthase C	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
627.528377	-12.28333454	1.189134702	-10.32964098	5.18E-25	1.12E-24	asrA	Energy metabolism	asr	anaerobic sulfite reductase subunit A	Metabolism	Energy metabolism	Sulfur metabolism	1_Soil_vs_RhizCom	Soil
6278.019979	-6.966583696	0.114719231	-60.72725249	0	0	asrB	Energy metabolism	asr	anaerobic sulfite reductase subunit B	Metabolism	Energy metabolism	Sulfur metabolism	1_Soil_vs_RhizCom	Soil
158.094299	-11.25638982	1.216535873	-9.25282194	2.19E-20	4.28E-20	asrC	Energy metabolism	asr	anaerobic sulfite reductase subunit C	Metabolism	Energy metabolism	Sulfur metabolism	1_Soil_vs_RhizCom	Soil
2198.567897	-2.589968646	0.193844213	-13.36108317	1.02E-40	2.85E-40	aveA	Metabolism of terpenoids and polyketides	ave	type I polyketide synthase AVES	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
212.9873036	-6.812345942	0.441028935	-15.44648298	7.97E-54	2.59E-53	aveBI	Metabolism of terpenoids and polyketides	ave	dTDP-L-oleandrosyltransferase [EC:2.4.1.-]	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
2615.38469	-7.755467012	0.198678524	-39.03525578	0	0	aveD	Metabolism of terpenoids and polyketides	ave	avermectin B 5-O-methyltransferase [EC:2.1.1.-]	Metabolism	Metabolism of terpenoids and polyketides	Type I polyketide structures 	1_Soil_vs_RhizCom	Soil
58.55188257	-9.823760237	1.214412733	-8.089309317	6.00E-16	1.04E-15	bbsD	Xenobiotics biodegradation and metabolism	bbs	2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase BbsD subunit [EC:1.1.1.35]	Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation	1_Soil_vs_RhizCom	Soil
7310.169243	-4.247515422	0.12328374	-34.45316806	4.04E-260	5.95E-259	bbsE	Xenobiotics biodegradation and metabolism	bbs	benzylsuccinate CoA-transferase BbsE subunit [EC:2.8.3.15]	Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation	1_Soil_vs_RhizCom	Soil
30973.26774	-3.517501194	0.063609303	-55.29853366	0	0	bbsF	Xenobiotics biodegradation and metabolism	bbs	benzylsuccinate CoA-transferase BbsF subunit [EC:2.8.3.15]	Metabolism	Xenobiotics biodegradation and metabolism	Toluene degradation	1_Soil_vs_RhizCom	Soil
7880.242094	-3.040977983	0.172294954	-17.64983773	1.02E-69	3.89E-69	bcrA, badF	Xenobiotics biodegradation and metabolism	bcr	benzoyl-CoA reductase subunit A [EC:1.3.7.8]	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation	1_Soil_vs_RhizCom	Soil
7916.638109	-3.264325459	0.150318857	-21.71600776	1.45E-104	7.61E-104	bcrB, badE	Xenobiotics biodegradation and metabolism	bcr	benzoyl-CoA reductase subunit B [EC:1.3.7.8]	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation	1_Soil_vs_RhizCom	Soil
6849.845388	-3.169476676	0.156088846	-20.30559366	1.15E-91	5.34E-91	bcrC, badD	Xenobiotics biodegradation and metabolism	bcr	benzoyl-CoA reductase subunit C [EC:1.3.7.8]	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation	1_Soil_vs_RhizCom	Soil
4289.700895	-3.493557517	0.166299461	-21.00762982	5.59E-98	2.75E-97	bcrD, badG	Xenobiotics biodegradation and metabolism	bcr	benzoyl-CoA reductase subunit D [EC:1.3.7.8]	Metabolism	Xenobiotics biodegradation and metabolism	Benzoate degradation	1_Soil_vs_RhizCom	Soil
1589.700489	-2.793015781	0.176317287	-15.84085047	1.63E-56	5.44E-56	blaACT_MIR	Antimicrobial resistance genes	bla	beta-lactamase class C ACT/MIR [EC:3.5.2.6]	Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes	1_Soil_vs_RhizCom	Soil
57.24388247	-9.790769553	1.235175166	-7.926624353	2.25E-15	3.80E-15	blaADC	Antimicrobial resistance genes	bla	beta-lactamase class C ADC [EC:3.5.2.6]	Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes	1_Soil_vs_RhizCom	Soil
77.14361068	-10.22107568	1.211823782	-8.434457075	3.33E-17	5.96E-17	blaCMY-1	Antimicrobial resistance genes	bla	beta-lactamase class C CMY-1 [EC:3.5.2.6]	Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes	1_Soil_vs_RhizCom	Soil
19.95428796	-8.272665194	1.257012028	-6.581214031	4.67E-11	6.56E-11	blaFOX	Antimicrobial resistance genes	bla	beta-lactamase class C FOX [EC:3.5.2.6]	Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes	1_Soil_vs_RhizCom	Soil
26.46499081	-8.677935983	1.227535411	-7.06939768	1.56E-12	2.33E-12	blaOXA-29	Antimicrobial resistance genes	bla	beta-lactamase class D OXA-29 [EC:3.5.2.6]	Brite Hierarchies	Protein families: signaling and cellular processes	Antimicrobial resistance genes	1_Soil_vs_RhizCom	Soil
1167.102815	-12.28319454	1.031185349	-11.9117233	1.03E-32	2.56E-32	calE2	Metabolism of terpenoids and polyketides	cal	enediyne biosynthesis protein CalE2	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
160.5725964	-2.552898373	0.308799893	-8.267160799	1.37E-16	2.42E-16	calE9	Metabolism of terpenoids and polyketides	cal	enediyne biosynthesis protein CalE9	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
1738.791754	-5.723824035	0.175023832	-32.70311236	1.41E-234	1.80E-233	calG1	Metabolism of terpenoids and polyketides	cal	calicheamicin 3'-O-methyl-rhamnosyltransferase [EC:2.4.1.-]	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
378.251692	-12.51524709	1.198838694	-10.43947543	1.64E-25	3.59E-25	calG2	Metabolism of terpenoids and polyketides	cal	calicheamicin 4-deoxy-4-thio-alpha-D-digitoxosyltransferase [EC:2.4.1.-]	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
17.31308232	-8.064114668	1.243537563	-6.484817915	8.88E-11	1.24E-10	calG3	Metabolism of terpenoids and polyketides	cal	calicheamicinone 4-hydroxyamino-4,6-dideoxy-alpha-D-glucosyltransferase [EC:2.4.1.-]	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
18365.03806	-3.070314111	0.083435192	-36.79879	1.93E-296	3.47E-295	calO6	Metabolism of terpenoids and polyketides	cal	orsellinic acid C2-O-methyltransferase [EC:2.1.1.-]	Metabolism	Metabolism of terpenoids and polyketides	Biosynthesis of enediyne antibiotics	1_Soil_vs_RhizCom	Soil
